Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children
Q106,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Incomes should be made more equal vs There should be greater incentives for individual effort",9,%3.85,%4.23,%3.48,%4.35,%3.22,%4.38,%3.87,%3.58,%4.84,%3.59,%2.34,%5.1,%4.6,%3.37
Q106,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Incomes should be made more equal vs There should be greater incentives for individual effort",There should be greater incentives for individual effort,%6.67,%7.04,%6.29,%6.59,%6.91,%6.33,%6.28,%7.28,%4.84,%6.47,%5.73,%6.8,%8.05,%7.21
Q106,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Incomes should be made more equal vs There should be greater incentives for individual effort",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q106,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Incomes should be made more equal vs There should be greater incentives for individual effort",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q106,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Incomes should be made more equal vs There should be greater incentives for individual effort",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",Private ownership of business and industry should be increased,%5.63,%6.05,%5.22,%3.93,%5.99,%6.98,%6.15,%4.73,%3.23,%4.11,%3.65,%6.46,%9.2,%9.62
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",2,%1.9,%2.24,%1.57,%1.12,%2.49,%1.79,%1.67,%2.04,%6.45,%1.95,%2.08,%2.38,%1.53,%0.48
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",3,%5.96,%5.14,%6.79,%4.91,%6.45,%6.33,%5.01,%6.9,%6.45,%7.08,%4.95,%5.1,%6.13,%4.81
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",4,%8.61,%8.86,%8.36,%9.68,%8.38,%7.79,%8.42,%8.81,%12.9,%8.42,%8.85,%8.5,%7.66,%10.58
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",5,%14.99,%14.75,%15.23,%16.13,%14.83,%13.96,%14.56,%15.45,%12.9,%16.12,%19.01,%11.22,%13.79,%14.42
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",6,%15.65,%16.82,%14.49,%16.55,%14.64,%16.4,%15.76,%16.73,%6.45,%16.02,%13.28,%17.18,%15.71,%13.94
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",7,%13.79,%14.33,%13.25,%12.9,%14.55,%13.47,%13.89,%14.3,%9.68,%14.07,%14.06,%13.1,%15.71,%11.54
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",8,%13.5,%13.75,%13.25,%15.01,%12.34,%13.8,%13.96,%13.03,%12.9,%14.68,%15.36,%13.27,%8.43,%11.54
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",9,%5.63,%5.55,%5.71,%4.77,%6.35,%5.36,%6.61,%3.96,%6.45,%4.62,%3.12,%9.52,%5.36,%4.33
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",Government ownership of business and industry should be increased,%9.4,%8.78,%10.02,%9.68,%9.48,%8.93,%9.49,%8.56,%16.13,%8.21,%12.5,%8.5,%10.34,%10.58
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",Don’t know,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",No answer,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q107,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Private ownership of business and industry should be increased vs Government ownership of business and industry should be increased",Other missing; Multiple answers Mail (EVS),%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0,%0
Q108,"Now I'd like you to tell me your views on various issues. How would you place your views on this scale? 1 means you agree completely with the statement on the left; 10 means you agree completely with the statement on the right; and if your views fall somewhere in between, you can choose any number in between. Government should take more responsibility to ensure that everyone is provided for vs People should take more responsibility to provide for themselves",Government should take more responsibility to ensure that everyone is provided for,%17.68,%17.73,%17.63,%16.55,%17.86,%18.67,%18.97,%14.81,%20.97,%13.86,%16.93,%20.58,%24.9,%19.71
