Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Count,Prompt
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, ortaokuldan ayrılmış, 230000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ev kadını,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",2,"Ayşe, 44 yaşında evli bir kadın, çocuk sahibi, ortaokuldan ayrılmış, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokuldan ayrılmış,Ev kadını,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ayşe, 48 yaşında evli bir kadın, çocuk sahibi, ortaokuldan ayrılmış, 4600000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"5,000 - 19,999 kişi arası",1,"Ayşe, 31 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 19000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 37 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 42000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 47 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 170000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",2,"Ayşe, 41 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 17000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",2,"Ayşe, 49 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 2200 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 390000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ayşe, 47 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 2800000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 110000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 45 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 38 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 87000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 46 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 270000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 47 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 69000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",5,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 440000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 33 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 1000000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",1,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 14000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",2,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 70000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",5,"Ayşe, 45 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 340000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 41 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 4700000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","5,000 - 19,999 kişi arası",1,"Ayşe, 42 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 7000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 43 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 65000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",3,"Ayşe, 31 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 300000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ortaokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",2,"Ayşe, 31 yaşında evli bir kadın, çocuk sahibi, ortaokul mezunu, 4100000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Liseden ayrılmış,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, liseden ayrılmış, 280000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Liseden ayrılmış,Ev kadını,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 43 yaşında evli bir kadın, çocuk sahibi, liseden ayrılmış, 86000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",1,"Ayşe, 49 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 55000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",4,"Ayşe, 42 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 160000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",3,"Ayşe, 31 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 1600000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",2,"Ayşe, 32 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 81000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 35 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 330000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 3900000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",3,"Ayşe, 35 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 77000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 460000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ücretli ve yarı zamanlı (yani haftada 30 saatten az) çalışıyor,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 45 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 3900000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 180000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 45 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 3100000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Emekli,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",1,"Ayşe, 40 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 6000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Üst sınıf,"100,000 - 499,999 kişi arası",2,"Ayşe, 41 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 440000 nüfusa sahip bir şehirde yaşıyor ve kendisini üst sınıf olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",5,"Ayşe, 48 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 56000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",10,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 420000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 2100000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"5,000 - 19,999 kişi arası",2,"Ayşe, 38 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 6000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",3,"Ayşe, 46 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 56000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",5,"Ayşe, 45 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 240000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",6,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 2800000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","5,000’den daha az kişi",1,"Ayşe, 43 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 2100 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","5,000 - 19,999 kişi arası",1,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 8000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",3,"Ayşe, 36 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 93000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",5,"Ayşe, 39 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 250000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",5,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 700000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Alt sınıf,"20,000 - 99,999 kişi arası",1,"Ayşe, 39 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 33000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Alt sınıf,"100,000 - 499,999 kişi arası",1,"Ayşe, 36 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 460000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,Ev kadını,Alt sınıf,"500,000 veya daha fazla kişi",1,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 2900000 nüfusa sahip bir şehirde yaşıyor ve kendisini alt sınıf olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Lise mezunu,İşsiz/iş arıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",1,"Ayşe, 37 yaşında evli bir kadın, çocuk sahibi, lise mezunu, 410000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversiteden ayrılmış,Ev kadını,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 33 yaşında evli bir kadın, çocuk sahibi, üniversiteden ayrılmış, 180000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversiteden ayrılmış,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",3,"Ayşe, 46 yaşında evli bir kadın, çocuk sahibi, üniversiteden ayrılmış, 230000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"20,000 - 99,999 kişi arası",5,"Ayşe, 36 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 60000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",10,"Ayşe, 34 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 280000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",6,"Ayşe, 39 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 1300000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"20,000 - 99,999 kişi arası",2,"Ayşe, 35 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 69000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",2,"Ayşe, 35 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 300000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,Orta sınıfın alt kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 30 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 3500000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","20,000 - 99,999 kişi arası",1,"Ayşe, 46 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 28000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","100,000 - 499,999 kişi arası",3,"Ayşe, 46 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 110000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ücretli ve tam zamanlı (yani haftada 30 saatten fazla) çalışıyor,"Çalışan, işçi, emekçi sınıfı","500,000 veya daha fazla kişi",1,"Ayşe, 39 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 900000 nüfusa sahip bir şehirde yaşıyor ve kendisini çalışan, işçi, emekçi sınıfı olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Kendi işinin sahibi,Üst sınıf,"100,000 - 499,999 kişi arası",1,"Ayşe, 37 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 250000 nüfusa sahip bir şehirde yaşıyor ve kendisini üst sınıf olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",3,"Ayşe, 44 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 260000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Emekli,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",1,"Ayşe, 48 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 3100000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ev kadını,Orta sınıfın üst kısmında,"100,000 - 499,999 kişi arası",4,"Ayşe, 31 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 320000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ev kadını,Orta sınıfın üst kısmında,"500,000 veya daha fazla kişi",2,"Ayşe, 49 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 3300000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın üst kısmında olarak tanımlıyor."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Üniversite mezunu,Ev kadını,Orta sınıfın alt kısmında,"100,000 - 499,999 kişi arası",1,"Ayşe, 38 yaşında evli bir kadın, çocuk sahibi, üniversite mezunu, 490000 nüfusa sahip bir şehirde yaşıyor ve kendisini orta sınıfın alt kısmında olarak tanımlıyor."
