Turkish Question ID,Turkish Question Text,Turkish Response Options,English Question ID,English Question Text,English Response Options
Q121,"Şimdi de, başka ülkelerden, bizim ülkemizde yaşamak için gelen göçmenler hakkındaki görüşlerinizi sormak isterim. Bu insanların, yani başka ülkelerden gelen göçmenlerin, ülkemiz üzerinde nasıl bir etki yaptığını düşünüyorsunuz? Çok iyi mi, biraz iyi mi, ne iyi ne kötü mü, kötü mü, çok mu kötü?","['Çok kötü', 'Biraz kötü', 'Ne iyi ne kötü', 'Biraz iyi', 'Çok iyi', 'Fikri Yok', 'Cevap Yok']",Q121,Now we would like to know your opinion about the people from other countries who come to live in [your country] - the immigrants. How would you evaluate the impact of these people on the development of [your country]?,"['Very good', 'Quite good', 'Neither good, nor bad', 'Quite bad', 'Very bad']"
Q122,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç sayesinde, boş kalan önemli işlerde çalışacak birileri bulunur","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q122,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Fills important jobs vacancies","['Agree', 'Hard to say', 'Disagree']"
Q123,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, kültürel çeşitliliği güçlendirir","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q123,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Strengthens cultural diversity","['Agree', 'Hard to say', 'Disagree']"
Q124,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, suç oranını arttırır","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q124,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Increases the crime rate","['Agree', 'Hard to say', 'Disagree']"
Q125,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, başka ülkelerde zulüm gören siyasal göçmenlere sığınacak bir yer sağlar","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q125,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Gives asylum to political refugees who are persecuted elsewhere","['Agree', 'Hard to say', 'Disagree']"
Q126,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, terör tehlikesini arttırır","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q126,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Increases the risks of terrorism","['Agree', 'Hard to say', 'Disagree']"
Q127,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, yoksul ülkelerden gelenlere daha iyi bir yaşam sağlar","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q127,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Offers people from poor countries a better living","['Agree', 'Hard to say', 'Disagree']"
Q128,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, işsizliği arttırır","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q128,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Increases unemployment","['Agree', 'Hard to say', 'Disagree']"
Q129,"Sizin bakış açınızdan, başka ülkelerden ülkemize olan göçün, ülkemizin gelişimi üzerindeki etkileri ne oldu. Göçün etkileriyle ilgili olarak size okuyacağım ifadelere katılıp katılmadığınızı belirtiniz. Göç, toplumsal çatışmalara yol açar","['Katılırım', 'Emin değilim', 'Katılmam', 'Fikri Yok', 'Cevap Yok']",Q129,"From your point of view, what have been the effects of immigration on the development of [this country]? For each of the following statements about the effects of immigration, please, tell me whether you agree or disagree with it: Leads to social conflict","['Agree', 'Hard to say', 'Disagree']"
Q130,"Ülkemize, daha fakir ülkelerden çalışmak için gelenlere ne dersiniz? Bu konuda devlet şunlardan hangisini yapmalıdır?","['Kim gelmek isterse gelsin', 'Çalışacak iş bulduğu sürece kim isterse gelsin', 'Yurt dışından çalışmak için gelecek yabancılara ciddi sınırlamalar getirilsin', 'Başka ülkelerden yabancıların gelmesi yasaklansın', 'Fikri Yok', 'Cevap Yok']",Q130,How about people from other countries coming here to work. Which one of the following do you think the government should do?,"['Let anyone come who wants to', 'Let people come as long as there are jobs available', 'Place strict limits on the number of foreigners who can come here', 'Prohibit people coming here from other countries']"
Q131,"Bugünlerde kendinizi mahallenizde ne kadar güvenlikli hissediyorsunuz? Çok güvende mi, biraz güvende mi hissediyorsunuz? Yoksa mahallenizde pek güvende ya da hiç güvende hissetmiyor musunuz?","['Çok güvenlikli', 'Güvenlikli', 'Pek güvenlikli değil', 'Hiç güvenlikli değil', 'Fikri Yok', 'Cevap Yok']",Q131,Could you tell me how secure do you feel these days?,"['Very secure', 'Quite secure', 'Not very secure', 'Not at all secure']"
Q132,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Hırsızlık","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q132,How frequently do the following things occur in your neighborhood? Robberies,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q133,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Sokaklarda içki içme","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q133,How frequently do the following things occur in your neighborhood? Alcohol consumption in the streets,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q134,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Polis veya askerin insanların özel yaşamına müdahalesi","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q134,How frequently do the following things occur in your neighborhood? Police or military interfere with people’s private life,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q135,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Irkçı davranışlar","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q135,How frequently do the following things occur in your neighborhood? Racist behavior,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q136,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Sokaklarda uyuşturucu satışı","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q136,How frequently do the following things occur in your neighborhood? Drug sale in streets,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q137,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Sokaklarda şiddet ve kavgalar","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q137,How frequently do the following things occur in your neighborhood? Street violence and fights,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q138,"Şu sayacaklarım sizin çevrenizde, mahallenizde ne sıklıkta meydana geliyor? Çok sık mı? Epeyce sık mı? Pek sık değil mi, yoksa hiç mi sık değil? Cinsel taciz","['Hiç', 'Çok sık', 'Epeyce sık', 'Çok sık', 'Fikri Yok', 'Cevap Yok']",Q138,How frequently do the following things occur in your neighborhood? Sexual harassment,"['Very frequently', 'Quite frequently', 'Not frequently', 'Not at all frequently']"
Q139,Şu sayacaklarımdan hangilerini güvenlik tedbiri olarak yaptınız. Yaptım veya yapmadım olarak belirtiniz. Yanımda fazla para taşımamak,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q139,Which of the following things have you done for reasons of security? Didn’t carry much money,"['Yes', 'No']"
Q140,Şu sayacaklarımdan hangilerini güvenlik tedbiri olarak yaptınız. Yaptım veya yapmadım olarak belirtiniz. Geceleri sokağa çıkmamak,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q140,Which of the following things have you done for reasons of security? Preferred not to go out at night,"['Yes', 'No']"
Q141,Şu sayacaklarımdan hangilerini güvenlik tedbiri olarak yaptınız. Yaptım veya yapmadım olarak belirtiniz. Silah veya bıçak taşımak,"['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q141,"Which of the following things have you done for reasons of security? Carried a knife, gun or other weapon","['Yes', 'No']"
Q142,"Aşağıda sayacağım bazı olayların meydana gelme olasılığı sizi ne kadar endişelendiriyor. Bunlardan çok mu, biraz mı endişe duyuyorsunuz? Yoksa pek veya hiç endişe duymuyor musunuz? İşinizi kaybedip yeni bir iş bulamamak","['Çok Endişe Duyuyorum', 'Biraz Endişe Duyuyorum', 'Pek Endişe Duymuyorum', 'Hiç Endişe Duymuyorum', 'Fikri Yok', 'Cevap Yok', 'Soru deneğe uygun olmadığı için sorulamıyor']",Q142,To what degree are you worried about the following situations? Losing my job or not finding a job,"['Very much', 'A good deal', 'Not much', 'Not at all']"
Q143,"Aşağıda sayacağım bazı olayların meydana gelme olasılığı sizi ne kadar endişelendiriyor. Bunlardan çok mu, biraz mı endişe duyuyorsunuz? Yoksa pek veya hiç endişe duymuyor musunuz? Çocuklarıma iyi bir eğitim sağlayamamak","['Çok Endişe Duyuyorum', 'Biraz Endişe Duyuyorum', 'Pek Endişe Duymuyorum', 'Hiç Endişe Duymuyorum', 'Fikri Yok', 'Cevap Yok', 'Soru deneğe uygun olmadığı için sorulamıyor']",Q143,To what degree are you worried about the following situations? Not being able to give my children a good education,"['Very much', 'A good deal', 'Not much', 'Not at all']"
Q144,"Son bir yıl içinde, siz kendiniz veya ailenizin bir ferdi, herhangi bir suçun kurbanı oldunuz mu? Kendim","['Evet', 'Hayır', 'Fikri Yok', 'Cevap Yok']",Q144,Have you been the victim of a crime during the past year? And what about your immediate family – has someone in your family been the victim of a crime during the last year? Respondent,"['Yes', 'No']"
