Survey Question ID,Survey Question English Text,Response Option,Total,Male,Female,Up to 29,30-49,50 and more,Married,Single,Divorced,No children,1 child,2 children,3 children,4 or more children,No education,Primary education,Lower secondary,Upper secondary,Bachelor,Full-time employee,Part-time employee,Self-employed,Retired/pensioned,Housewife,Student,Unemployed,Other,Upper class,Upper middle class,Lower middle class,Working class,Lower class
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Strongly agree,%33.95,%34.63,%33.28,%29.73,%35.08,%36.85,%38.21,%27.59,%16.13,%26.28,%23.7,%42.18,%45.98,%50.48,%41.52,%37.56,%39.06,%26.67,%28.64,%31.17,%25.51,%45.73,%39.31,%35.95,%34.21,%27.95,%30.0,%8.0,%34.07,%29.86,%37.67,%45.4
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Agree,%31.3,%30.99,%31.62,%31.7,%30.85,%31.66,%31.0,%30.78,%37.1,%31.01,%38.8,%30.95,%27.2,%25.0,%29.6,%32.31,%29.69,%32.82,%29.13,%31.47,%38.78,%25.64,%35.86,%30.07,%29.82,%37.27,%25.0,%44.0,%33.04,%27.54,%34.56,%32.18
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Disagree,%22.98,%21.96,%24.01,%24.68,%23.39,%20.29,%21.58,%25.42,%29.03,%26.39,%27.34,%19.05,%19.16,%14.9,%19.49,%18.72,%19.92,%27.69,%29.37,%26.94,%16.33,%16.24,%14.48,%22.88,%23.68,%21.12,%15.0,%28.0,%21.15,%33.59,%16.69,%12.64
Q169,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: Whenever science and religion conflict, religion is always right",Strongly disagree,%5.13,%5.63,%4.64,%5.33,%4.7,%5.68,%4.07,%6.77,%11.29,%7.19,%5.73,%3.06,%3.83,%1.92,%1.44,%4.79,%5.86,%6.15,%6.55,%4.92,%6.12,%8.55,%4.83,%3.92,%7.02,%3.73,%15.0,%16.0,%6.46,%3.86,%5.47,%4.02
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Strongly agree,%43.73,%42.75,%44.7,%39.97,%44.66,%46.43,%47.76,%37.04,%32.26,%35.32,%34.38,%52.04,%57.85,%59.13,%48.01,%46.46,%47.27,%40.51,%37.86,%39.13,%43.88,%55.56,%49.66,%46.73,%39.47,%40.99,%45.0,%32.0,%43.02,%36.55,%49.93,%55.75
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Agree,%33.62,%33.55,%33.69,%33.8,%32.14,%36.04,%33.4,%33.72,%33.87,%34.7,%41.93,%32.14,%26.44,%26.44,%32.49,%34.93,%30.86,%33.68,%32.77,%35.3,%40.82,%25.64,%35.17,%33.33,%34.21,%31.68,%25.0,%40.0,%34.95,%33.46,%34.42,%33.91
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Disagree,%15.73,%16.07,%15.4,%17.39,%16.67,%12.18,%13.76,%18.9,%22.58,%19.1,%19.53,%11.22,%12.26,%10.1,%14.44,%12.21,%14.06,%19.15,%20.39,%18.09,%12.24,%9.83,%11.03,%14.22,%18.42,%20.5,%15.0,%16.0,%14.68,%24.97,%9.16,%7.47
Q170,"Please tell us if you strongly agree, agree, disagree, or strongly disagree with the following statements: The only acceptable religion is my religion.",Strongly disagree,%2.82,%3.4,%2.24,%3.23,%2.58,%2.76,%1.94,%4.21,%6.45,%5.24,%1.82,%1.02,%1.15,%0.48,%0.72,%3.2,%3.91,%2.56,%3.16,%3.24,%0,%5.98,%2.07,%1.96,%1.75,%1.86,%5.0,%8.0,%4.26,%1.93,%2.95,%0.57
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?",More than once a week,%8.28,%12.01,%4.55,%4.77,%8.01,%12.82,%10.69,%4.21,%1.61,%4.83,%8.59,%10.2,%11.88,%13.94,%8.66,%8.68,%8.98,%8.38,%6.8,%8.16,%2.04,%10.68,%20.69,%6.7,%5.26,%6.21,%10.0,%4.0,%6.61,%8.24,%9.31,%10.34
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?",Once a week,%25.51,%44.41,%6.62,%24.4,%27.81,%22.73,%26.25,%25.8,%14.52,%25.26,%25.78,%26.02,%27.59,%22.12,%19.86,%27.28,%26.56,%24.79,%25.73,%31.56,%19.39,%43.59,%27.59,%8.01,%18.42,%37.89,%10.0,%24.0,%29.66,%20.72,%28.51,%23.56
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?",Once a month,%4.89,%3.89,%5.88,%4.91,%5.16,%4.38,%5.14,%4.21,%4.84,%4.62,%4.17,%5.1,%6.13,%5.29,%6.5,%5.14,%5.08,%4.44,%3.4,%3.64,%7.14,%4.27,%2.76,%7.19,%5.26,%5.59,%0,%4.0,%4.26,%4.63,%5.32,%6.9
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?",Only on special holy days,%29.65,%20.63,%38.66,%29.73,%29.1,%30.52,%29.86,%28.86,%29.03,%29.26,%33.07,%30.95,%27.97,%23.56,%33.21,%31.39,%27.73,%28.03,%27.67,%27.14,%17.35,%20.51,%26.21,%41.83,%30.7,%20.5,%50.0,%28.0,%29.37,%32.69,%28.51,%25.86
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?",Once a year,%5.42,%2.9,%7.95,%5.05,%5.16,%6.33,%5.14,%4.85,%12.9,%4.93,%5.21,%5.95,%7.28,%4.33,%7.22,%4.68,%5.47,%5.47,%5.83,%4.82,%11.22,%4.7,%2.76,%6.21,%5.26,%6.21,%5.0,%4.0,%3.96,%6.05,%7.09,%3.45
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?",Less often,%5.51,%3.23,%7.78,%6.17,%5.71,%4.38,%4.48,%7.28,%8.06,%6.98,%5.21,%5.27,%2.3,%3.85,%3.97,%4.57,%6.25,%6.15,%6.8,%6.39,%4.08,%5.56,%2.76,%5.39,%5.26,%4.35,%0,%12.0,%5.58,%6.82,%3.84,%5.17
Q171,"Apart from weddings and funerals, about how often do you attend religious services these days?","Never, practically never",%12.63,%6.88,%18.38,%14.73,%11.33,%12.5,%11.29,%14.81,%14.52,%14.37,%7.81,%10.54,%13.03,%18.75,%13.0,%10.62,%13.28,%14.02,%14.08,%11.01,%21.43,%6.41,%11.72,%15.2,%22.81,%11.18,%10.0,%16.0,%13.22,%12.1,%11.23,%17.82
Q172,"Apart from weddings and funerals, about how often do you pray?",Several times a day,%41.12,%37.03,%45.2,%32.4,%40.24,%52.76,%46.83,%29.25,%38.71,%28.54,%41.15,%48.81,%55.17,%60.58,%49.82,%44.63,%40.62,%35.21,%36.65,%34.91,%31.63,%44.44,%51.03,%52.12,%38.6,%29.81,%60.0,%36.0,%42.88,%35.91,%43.13,%56.32
Q172,"Apart from weddings and funerals, about how often do you pray?",Once a day,%12.38,%14.75,%10.02,%13.04,%12.06,%12.18,%11.69,%13.92,%9.68,%12.83,%13.54,%11.22,%10.34,%13.94,%12.27,%11.3,%11.72,%12.99,%13.83,%14.85,%8.16,%13.68,%14.48,%8.66,%11.4,%8.7,%15.0,%8.0,%13.8,%11.33,%13.15,%8.05
Q172,"Apart from weddings and funerals, about how often do you pray?",Several times each week,%17.52,%19.3,%15.73,%19.5,%19.43,%11.85,%16.5,%19.28,%22.58,%19.82,%16.41,%18.03,%14.56,%11.06,%11.55,%16.44,%23.05,%21.37,%15.29,%18.09,%14.29,%23.93,%11.03,%14.38,%16.67,%27.95,%0,%20.0,%18.94,%16.73,%17.43,%13.79
Q172,"Apart from weddings and funerals, about how often do you pray?",Only when attending religious services,%6.46,%7.95,%4.97,%6.59,%6.17,%6.82,%6.35,%6.77,%8.06,%7.29,%7.03,%6.29,%4.98,%3.85,%6.14,%7.19,%5.47,%5.98,%6.55,%8.26,%9.18,%3.85,%6.9,%4.08,%4.39,%8.7,%0,%0,%6.17,%7.85,%6.35,%4.02
Q172,"Apart from weddings and funerals, about how often do you pray?",Only on special holy days,%10.93,%10.52,%11.34,%12.9,%10.59,%9.25,%10.02,%12.9,%8.06,%14.07,%13.02,%8.33,%9.96,%0.96,%9.39,%10.5,%10.16,%11.11,%13.11,%11.6,%7.14,%7.69,%11.72,%10.29,%12.28,%14.91,%10.0,%12.0,%8.81,%15.57,%10.04,%5.17
Q172,"Apart from weddings and funerals, about how often do you pray?",Once a year,%1.37,%1.66,%1.08,%1.68,%1.57,%0.65,%0.87,%2.55,%0,%2.36,%0.26,%0.85,%0.77,%0.96,%1.08,%1.03,%1.95,%1.54,%1.46,%2.36,%0,%0.85,%0.69,%0.65,%0.88,%0.62,%0,%4.0,%0.88,%1.8,%1.03,%1.72
Q172,"Apart from weddings and funerals, about how often do you pray?",Less often,%1.28,%0.83,%1.74,%1.68,%1.47,%0.49,%1.0,%1.92,%1.61,%1.95,%0.78,%1.36,%0,%0.48,%1.81,%0.8,%0.78,%1.54,%1.94,%1.57,%2.04,%0.43,%0,%1.31,%2.63,%0.62,%0,%4.0,%0.88,%2.06,%0.74,%1.15
Q172,"Apart from weddings and funerals, about how often do you pray?","Never, practically never",%4.27,%4.31,%4.22,%5.47,%3.87,%3.57,%3.27,%6.26,%6.45,%6.26,%1.82,%2.89,%3.07,%4.81,%4.33,%3.2,%3.52,%4.79,%6.31,%4.92,%8.16,%4.27,%2.76,%2.45,%8.77,%3.11,%5.0,%12.0,%2.94,%4.25,%5.02,%5.17
Q173,"Independently of whether you attend religious services or not, would you say you are …?",A religious person,%65.96,%65.2,%66.72,%58.06,%66.21,%74.68,%71.88,%55.3,%53.23,%57.6,%65.89,%72.79,%76.25,%73.08,%73.29,%72.6,%58.98,%60.0,%60.19,%63.82,%48.98,%67.09,%70.34,%74.18,%52.63,%65.84,%45.0,%68.0,%66.23,%63.45,%68.98,%75.29
Q173,"Independently of whether you attend religious services or not, would you say you are …?",Not a religious person,%24.51,%24.19,%24.83,%27.49,%24.95,%20.29,%20.51,%31.29,%32.26,%29.57,%25.78,%19.39,%19.16,%19.71,%20.22,%19.18,%33.59,%27.86,%28.4,%24.98,%34.69,%26.07,%22.07,%20.75,%34.21,%22.36,%35.0,%32.0,%24.23,%28.7,%22.9,%18.39
Q173,"Independently of whether you attend religious services or not, would you say you are …?",An atheist,%0.95,%0.91,%0.99,%1.26,%0.74,%0.97,%0.73,%1.28,%3.23,%1.33,%0.78,%0.68,%0.38,%0.96,%1.08,%0.34,%1.17,%1.2,%1.7,%1.38,%0,%1.71,%0.69,%0.16,%1.75,%0.62,%0,%0,%0.15,%1.29,%1.33,%0
Q174,With which one of the following statements do you agree most? The basic meaning of religion is:,To follow religious norms and ceremonies,%52.75,%52.78,%52.73,%49.93,%52.67,%56.17,%56.58,%46.62,%40.32,%47.54,%47.92,%58.5,%59.77,%61.06,%60.65,%56.62,%48.44,%47.01,%50.49,%53.1,%57.14,%50.85,%46.21,%54.58,%44.74,%57.14,%45.0,%48.0,%51.1,%48.39,%58.94,%56.32
Q174,With which one of the following statements do you agree most? The basic meaning of religion is:,To do good to other people,%43.4,%43.74,%43.05,%44.6,%43.92,%41.07,%40.21,%47.89,%58.06,%47.23,%49.74,%38.78,%38.31,%33.17,%35.02,%39.38,%48.44,%48.21,%47.33,%43.56,%35.71,%45.73,%49.66,%42.32,%50.0,%38.51,%45.0,%48.0,%45.37,%48.52,%38.85,%41.95
Q175,And with which of the following statements do you agree most? The basic meaning of religion is:,To make sense of life after death,%60.91,%60.81,%61.01,%58.77,%60.59,%63.96,%64.86,%55.17,%45.16,%56.26,%57.29,%66.84,%66.67,%65.38,%71.12,%62.33,%59.77,%57.26,%57.77,%59.98,%61.22,%56.84,%56.55,%64.71,%55.26,%65.84,%65.0,%44.0,%55.95,%54.05,%73.71,%66.09
Q175,And with which of the following statements do you agree most? The basic meaning of religion is:,To make sense of life in this world,%34.2,%34.63,%33.77,%34.78,%35.36,%31.49,%31.26,%37.8,%48.39,%37.06,%40.1,%29.59,%30.65,%27.4,%23.47,%33.11,%35.94,%37.95,%37.14,%35.99,%34.69,%37.61,%37.93,%30.88,%35.96,%28.57,%25.0,%44.0,%39.79,%42.86,%22.16,%30.46
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,Completely agree,%6.21,%5.88,%6.54,%4.21,%6.45,%8.12,%7.15,%4.6,%6.45,%4.31,%3.65,%7.48,%9.96,%11.54,%10.11,%5.71,%5.08,%5.98,%5.34,%5.6,%2.04,%7.26,%8.97,%7.68,%0.88,%4.97,%10.0,%16.0,%4.41,%5.15,%7.83,%10.34
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,2,%3.4,%3.89,%2.9,%2.81,%3.22,%4.38,%3.54,%2.94,%3.23,%3.29,%3.65,%2.72,%4.98,%3.37,%4.69,%4.34,%2.34,%2.05,%2.91,%2.56,%1.02,%5.56,%6.21,%3.43,%2.63,%4.35,%0,%4.0,%2.5,%3.35,%3.84,%5.75
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,3,%7.62,%7.95,%7.28,%7.43,%7.73,%7.63,%6.55,%9.07,%12.9,%8.32,%6.25,%7.31,%8.05,%7.21,%7.58,%7.42,%7.03,%8.89,%6.55,%6.88,%9.18,%10.26,%11.72,%6.21,%7.89,%8.07,%20.0,%4.0,%8.37,%7.34,%7.09,%10.34
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,4,%10.23,%9.61,%10.84,%9.4,%9.48,%12.5,%11.29,%8.3,%9.68,%8.83,%10.42,%12.76,%9.2,%10.58,%7.58,%11.64,%9.77,%10.6,%8.5,%9.64,%3.06,%12.39,%10.34,%12.75,%9.65,%6.21,%15.0,%20.0,%9.25,%12.36,%8.71,%10.34
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,5,%17.39,%17.07,%17.72,%19.21,%17.31,%15.42,%17.37,%17.75,%14.52,%17.76,%20.05,%17.01,%16.09,%13.46,%19.13,%17.35,%13.67,%18.29,%17.72,%18.58,%18.37,%10.68,%11.03,%18.79,%18.42,%19.25,%25.0,%24.0,%18.21,%18.79,%14.92,%16.67
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,6,%14.95,%14.58,%15.31,%16.13,%15.01,%13.47,%13.96,%16.99,%12.9,%16.84,%15.89,%12.59,%15.71,%10.1,%14.08,%15.64,%16.8,%13.85,%14.81,%15.73,%18.37,%9.83,%13.1,%15.2,%14.04,%18.01,%15.0,%4.0,%13.07,%18.02,%15.07,%13.22
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,7,%12.96,%13.34,%12.58,%13.74,%12.62,%12.66,%12.96,%13.03,%14.52,%13.24,%16.15,%12.93,%9.2,%10.58,%11.91,%11.76,%11.33,%14.87,%14.56,%15.04,%19.39,%8.12,%13.1,%11.44,%12.28,%10.56,%5.0,%8.0,%14.39,%13.64,%12.7,%8.62
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,8,%11.68,%12.1,%11.26,%12.2,%11.97,%10.55,%12.02,%11.62,%11.29,%12.73,%11.46,%12.07,%8.81,%9.62,%10.11,%11.64,%14.84,%11.11,%11.89,%11.5,%10.2,%13.68,%12.41,%10.13,%14.04,%14.29,%10.0,%8.0,%15.86,%9.52,%11.37,%10.34
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,9,%5.18,%5.72,%4.64,%5.05,%5.71,%4.38,%5.08,%4.85,%8.06,%4.83,%3.91,%6.12,%4.6,%7.21,%2.89,%5.48,%3.52,%5.64,%6.55,%4.62,%7.14,%11.97,%6.21,%3.92,%5.26,%2.48,%0,%12.0,%7.93,%4.76,%3.1,%5.17
Q176,How much do you agree or disagree with the statement that nowadays one often has trouble deciding which moral rules are the right ones to follow?,Completely disagree,%6.21,%6.3,%6.13,%5.61,%5.99,%7.31,%6.08,%6.0,%4.84,%5.03,%6.25,%5.78,%9.2,%9.13,%5.78,%5.71,%9.77,%5.81,%6.07,%6.29,%7.14,%6.84,%4.83,%5.23,%8.77,%7.45,%0,%0,%3.96,%5.15,%10.64,%3.45
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",Never justifiable,%73.58,%74.81,%72.35,%73.77,%72.84,%74.68,%72.95,%75.22,%70.97,%72.79,%68.23,%76.7,%78.16,%72.6,%70.76,%73.74,%73.83,%74.36,%74.51,%73.55,%46.94,%83.33,%75.17,%72.88,%80.7,%73.91,%70.0,%64.0,%72.98,%77.35,%72.53,%70.11
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",2,%5.51,%5.55,%5.46,%5.05,%5.52,%6.01,%5.74,%5.24,%3.23,%5.85,%5.99,%3.57,%6.9,%6.73,%5.78,%5.71,%5.47,%5.81,%4.61,%5.41,%11.22,%3.85,%5.52,%5.39,%4.39,%5.59,%15.0,%8.0,%4.99,%4.12,%6.94,%9.2
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",3,%5.26,%5.39,%5.13,%4.91,%5.43,%5.36,%5.54,%4.85,%6.45,%4.72,%7.81,%5.61,%3.83,%3.85,%5.42,%5.94,%4.69,%3.93,%6.07,%5.31,%5.1,%2.99,%5.52,%6.7,%2.63,%4.35,%10.0,%0,%6.17,%4.38,%5.61,%6.32
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",4,%4.18,%3.89,%4.47,%3.65,%4.05,%5.03,%4.41,%3.7,%6.45,%3.9,%3.91,%4.08,%3.45,%7.21,%4.33,%4.68,%6.64,%3.08,%3.16,%4.03,%10.2,%1.71,%4.83,%4.58,%2.63,%3.11,%5.0,%4.0,%4.26,%3.09,%4.58,%5.75
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",5,%2.94,%3.15,%2.73,%3.65,%2.95,%2.11,%2.61,%3.07,%3.23,%3.49,%4.17,%2.04,%1.53,%2.4,%3.25,%2.51,%1.95,%3.42,%3.4,%3.24,%9.18,%1.71,%1.38,%2.29,%2.63,%3.73,%0,%0,%2.5,%2.83,%2.95,%5.17
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",6,%2.65,%1.99,%3.31,%2.81,%2.58,%2.6,%2.47,%2.68,%3.23,%3.29,%2.34,%1.87,%2.3,%2.88,%3.61,%2.05,%2.34,%2.74,%2.91,%2.95,%3.06,%1.71,%2.76,%2.78,%1.75,%2.48,%0,%8.0,%2.94,%2.7,%2.22,%0.57
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",7,%2.28,%2.24,%2.32,%1.82,%3.22,%1.14,%2.67,%1.66,%3.23,%2.26,%3.39,%2.55,%0.77,%1.44,%1.81,%2.17,%0.78,%3.08,%2.67,%2.75,%3.06,%1.28,%3.45,%1.96,%0,%2.48,%0,%0,%2.94,%2.7,%1.77,%0.57
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",8,%1.86,%1.66,%2.07,%1.54,%1.93,%2.11,%2.07,%1.15,%3.23,%1.33,%2.6,%2.04,%2.3,%1.92,%4.33,%1.6,%1.95,%1.2,%1.7,%1.38,%7.14,%2.14,%1.38,%1.47,%3.51,%1.86,%0,%12.0,%1.76,%1.67,%1.77,%1.72
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",9,%0.7,%0.33,%1.08,%0.7,%0.64,%0.81,%0.94,%0.38,%0,%0.62,%0.78,%1.19,%0.38,%0,%0,%0.68,%0.39,%1.71,%0,%0.49,%2.04,%0.43,%0,%1.31,%0,%0.62,%0,%4.0,%1.32,%0.51,%0.44,%0
Q177,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Claiming government benefits to which you are not entitled",Always justifiable,%0.29,%0.41,%0.17,%0.28,%0.46,%0,%0.27,%0.38,%0,%0.41,%0,%0.17,%0.38,%0.48,%0.72,%0.34,%0,%0.34,%0,%0.39,%0,%0.85,%0,%0,%0.88,%0,%0,%0,%0,%0.51,%0.3,%0.57
Q178,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Avoiding a fare on public transport",Never justifiable,%68.16,%67.69,%68.63,%69.14,%67.4,%68.34,%67.6,%69.73,%64.52,%67.86,%62.76,%71.26,%72.8,%64.9,%65.7,%68.26,%65.23,%69.74,%70.15,%68.44,%45.92,%76.07,%65.52,%67.81,%71.93,%69.57,%75.0,%80.0,%69.16,%72.72,%64.7,%60.34
Q178,"Please tell me for each of the following actions whether you think it can always be justified, never be justified, or something in between, using this card. Avoiding a fare on public transport",2,%6.0,%5.97,%6.04,%4.49,%6.54,%6.82,%6.68,%4.85,%8.06,%5.03,%10.16,%5.27,%6.51,%4.33,%5.42,%7.08,%5.86,%5.64,%4.85,%4.92,%13.27,%4.27,%8.28,%7.68,%3.51,%3.11,%20.0,%4.0,%6.46,%4.5,%5.61,%13.22
