Cinsiyet,Yaş Grubu,Medeni Durum,Çocuk Sahipliği,Eğitim Düzeyi,İş Durumu,Sosyal Sınıf,Yerleşim Yeri,Bölge,Count,Prompt
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR51: Ankara,3,"Selma, 40 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR52: Konya, Karaman",4,"Zeynep, 37 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Konya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR62: Adana, Mersin",1,"Elif, 40 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Mersin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",3,"Cemile, 45 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Osmaniye şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR72: Kayseri, Sivas, Yozgat",1,"Hanife, 48 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Sivas şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR90: Trabzon, Ordu, Giresun, Rize, Artvin, Gümüşhane",1,"Hanife, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Artvin şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRB1: Malatya, Elazığ, Bingöl, Tunceli",1,"Emine, 34 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bingöl şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Özlem, 36 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR21: Tekirdağ, Edirne, Kırklareli",1,"Fatma, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Tekirdağ şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Gülsüm, 38 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Yalova şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR62: Adana, Mersin",1,"Hacer, 36 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Mersin şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",2,"Hanife, 37 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Yozgat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR81: Zonguldak, Karabük, Bartın",1,"Havva, 46 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Zonguldak şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR82: Kastamonu, Çankırı, Sinop",1,"Rabia, 41 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Kastamonu şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRA1: Erzurum, Erzincan, Bayburt",2,"Meryem, 30 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bayburt şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Işsiz/iş arayan,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Leyla, 31 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, işsiz/iş arayan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Kendi işinin sahibi,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Zehra, 30 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Hacer, 38 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR31: İzmir,1,"Esra, 33 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR10: İstanbul,1,"Hatice, 46 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR22: Balıkesir, Çanakkale",2,"Fadime, 35 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,2,"Elif, 36 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Zeliha, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Aydın şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",2,"Şerife, 44 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bilecik şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Melek, 39 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR52: Konya, Karaman",1,"Leyla, 39 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Konya şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",2,"Fadime, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Burdur şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TRA1: Erzurum, Erzincan, Bayburt",1,"Şerife, 47 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bayburt şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Zehra, 46 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR32: Aydın, Denizli, Muğla",1,"Zeynep, 44 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Aydın şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Leyla, 43 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Afyon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,TR51: Ankara,1,"Fatma, 42 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Sultan, 39 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Hakkari şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Fatma, 35 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Kilis şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Hülya, 40 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR21: Tekirdağ, Edirne, Kırklareli",1,"Özlem, 34 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Tekirdağ şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Melek, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Yozgat şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,Orta sınıfın üst kısmında,Kırsal alanda,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Dilek, 31 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Gaziantep şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR10: İstanbul,1,"Sevim, 40 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR22: Balıkesir, Çanakkale",1,"Merve, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Çanakkale şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR33: Manisa, Afyon, Kütahya, Uşak",1,"Özlem, 35 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Afyon şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",3,"Özlem, 47 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Bilecik şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR72: Kayseri, Sivas, Yozgat",1,"Ayşe, 42 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Yozgat şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Yasemin, 38 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Hakkari şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRC1: Gaziantep, Adıyaman, Kilis",1,"Aysel, 46 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Adıyaman şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,TR51: Ankara,1,"Yasemin, 36 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Ankara şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR61: Antalya, Isparta, Burdur",1,"Rabia, 37 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Isparta şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,Orta sınıfın alt kısmında,Kırsal alanda,"TR72: Kayseri, Sivas, Yozgat",1,"Hülya, 30 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Kayseri şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul mezunu,Ucretli ve yarı zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TRB2: Van, Muş, Bitlis, Hakkari",1,"Cemile, 30 yaşında evli bir kadın, çocuk sahibi, ilkokul mezunu, Hakkari şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,Alt sınıf,Kent merkezinde,TR10: İstanbul,1,"Fadime, 30 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,Orta sınıfın alt kısmında,Kent merkezinde,TR31: İzmir,1,"Zeliha, 48 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,Orta sınıfın üst kısmında,Kent merkezinde,"TRA1: Erzurum, Erzincan, Bayburt",1,"Meryem, 47 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Erzurum şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR10: İstanbul,1,"Hatice, 38 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TR41: Bursa, Eskişehir, Bilecik",1,"Hanife, 31 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Eskişehir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",2,"Meryem, 34 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ev kadını,"Çalışan, işçi, emekçi sınıfı",Kırsal alanda,"TR62: Adana, Mersin",1,"Özlem, 39 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Mersin şehrinde kırsal alanda yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ev kadını birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Kendi işinin sahibi,Orta sınıfın üst kısmında,Kent merkezinde,TR10: İstanbul,1,"Yasemin, 37 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, İstanbul şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın üst kısmında olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Kendi işinin sahibi,Ust sınıf,Kent merkezinde,"TR63: Hatay, Kahramanmaraş, Osmaniye",1,"Ayşe, 39 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Osmaniye şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını ust sınıf olarak tanımlayan, kendi işinin sahibi birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TR42: Kocaeli, Sakarya, Düzce, Bolu, Yalova",1,"Zeynep, 45 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Düzce şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve tam zamanlı çalışan,Orta sınıfın alt kısmında,Kent merkezinde,"TRB1: Malatya, Elazığ, Bingöl, Tunceli",1,"Merve, 38 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Bingöl şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını orta sınıfın alt kısmında olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,TR31: İzmir,1,"Gülsüm, 47 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, İzmir şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve tam zamanlı çalışan,"Çalışan, işçi, emekçi sınıfı",Kent merkezinde,"TRC2: Şanlıurfa, Diyarbakır",1,"Emine, 49 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Şanlıurfa şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını çalışan, işçi, emekçi sınıfı olarak tanımlayan, ucretli ve tam zamanlı çalışan birisidir."
Kadın,30-50 yaş arası,Evli,Çocuk sahibi,Ilkokul terk,Ucretli ve yarı zamanlı çalışan,Alt sınıf,Kent merkezinde,"TRB1: Malatya, Elazığ, Bingöl, Tunceli",1,"Yasemin, 34 yaşında evli bir kadın, çocuk sahibi, ilkokul terk, Tunceli şehrinde kent merkezinde yaşayan, kendi sosyal sınıfını alt sınıf olarak tanımlayan, ucretli ve yarı zamanlı çalışan birisidir."
